白羊,白羊,http://music.163.com/#/song?id=514761281
千禧,千禧,http://music.163.com/#/song?id=522510615
青柠,青柠,http://music.163.com/#/song?id=504624714
心事,零零,http://music.163.com/#/song?id=1294899029
不二臣,不二臣,http://music.163.com/#/song?id=466370500
鸽子,鸽子,http://music.163.com/#/song?id=461899833
双子,双子,http://music.163.com/#/song?id=557581095
心仪,路远马亡,http://music.163.com/#/song?id=445505374
失物招领,氤氲,http://music.163.com/#/song?id=509932349
拥抱,拥抱,http://music.163.com/#/song?id=546723152
林宥嘉,林宥嘉,http://music.163.com/#/song?id=472117541
霓虹,零零,http://music.163.com/#/song?id=1306496592
年年,年年,http://music.163.com/#/song?id=528271077
戏精,零零,http://music.163.com/#/song?id=1299570603
迂回,迂回,http://music.163.com/#/song?id=480783619
陈瑞,陈瑞,http://music.163.com/#/song?id=486252038
 虹,路远马亡,http://music.163.com/#/song?id=430026506
What I Could Do,路远马亡,http://music.163.com/#/song?id=429459647
青柠（合唱版）（Cover：徐秉龙）,青柠,http://music.163.com/#/song?id=1319595713
青柠（Cover：徐秉龙/桃十五）,青柠,http://music.163.com/#/song?id=1322670488
孤僻症,路远马亡,http://music.163.com/#/song?id=458243905
