哑巴,哑巴,http://music.163.com/#/song?id=557583281
我好像在哪见过你,初学者,http://music.163.com/#/song?id=417859631
演员,绅士,http://music.163.com/#/song?id=32507038
暧昧,渡,http://music.163.com/#/song?id=471385043
刚刚好,初学者,http://music.163.com/#/song?id=415792881
意外,意外,http://music.163.com/#/song?id=27890306
你还要我怎样,意外,http://music.163.com/#/song?id=27955653
最好,最好,http://music.163.com/#/song?id=1294910785
绅士,绅士,http://music.163.com/#/song?id=32192436
肆无忌惮,肆无忌惮,http://music.163.com/#/song?id=557581967
像风一样,渡,http://music.163.com/#/song?id=516657051
怪咖,怪咖,http://music.163.com/#/song?id=574921549
其实,意外,http://music.163.com/#/song?id=27955654
那是你离开了北京的生活,那是你离开了北京的生活,http://music.163.com/#/song?id=571340283
动物世界,渡,http://music.163.com/#/song?id=468517654
方圆几里,意外,http://music.163.com/#/song?id=27955658
丑八怪,意外,http://music.163.com/#/song?id=27808044
认真的雪,未完成的歌,http://music.163.com/#/song?id=169185
一半,一半,http://music.163.com/#/song?id=35528482
别,渡,http://music.163.com/#/song?id=515803379
我害怕,渡,http://music.163.com/#/song?id=474567044
高尚,渡,http://music.163.com/#/song?id=466122271
狐狸,狐狸,http://music.163.com/#/song?id=525241230
为了遇见你,几个薛之谦,http://music.163.com/#/song?id=33071053
有没有,意外,http://music.163.com/#/song?id=27955656
摩天大楼,摩天大楼,http://music.163.com/#/song?id=553543014
骆驼,渡,http://music.163.com/#/song?id=518894283
初学者,初学者,http://music.163.com/#/song?id=412902689
等我回家,意外,http://music.163.com/#/song?id=27955652
下雨了,绅士,http://music.163.com/#/song?id=32507039
我知道你都知道,几个薛之谦,http://music.163.com/#/song?id=169137
来日方长,来日方长,http://music.163.com/#/song?id=429450375
几个你,几个薛之谦,http://music.163.com/#/song?id=169140
小孩,一半,http://music.163.com/#/song?id=35288183
背过手,渡,http://music.163.com/#/song?id=520458481
渡,渡,http://music.163.com/#/song?id=517571371
火星人来过,渡,http://music.163.com/#/song?id=443277013
花儿和少年,初学者,http://music.163.com/#/song?id=421160838
未完成的歌,未完成的歌,http://music.163.com/#/song?id=169152
重返十七岁(新版),重返十七岁,http://music.163.com/#/song?id=418603445
伏笔,几个薛之谦,http://music.163.com/#/song?id=169142
我想起你了,意外,http://music.163.com/#/song?id=27955655
传说,深深爱过你,http://music.163.com/#/song?id=169198
我终于成了别人的女人,几个薛之谦,http://music.163.com/#/song?id=169144
爱我的人 谢谢你,未完成的歌,http://music.163.com/#/song?id=169188
潮流季,意外,http://music.163.com/#/song?id=27955651
梦开始的原点,深深爱过你,http://music.163.com/#/song?id=169216
我们爱过就好,我们爱过就好,http://music.163.com/#/song?id=26600199
Stay Here,初学者,http://music.163.com/#/song?id=421148955
深深爱过你(前世),深深爱过你,http://music.163.com/#/song?id=169200
