那些你很冒险的梦,学不会,http://music.163.com/#/song?id=108138
醉赤壁,JJ陆,http://music.163.com/#/song?id=108478
当你,她说 概念自选辑,http://music.163.com/#/song?id=108251
可惜没如果,新地球,http://music.163.com/#/song?id=29814898
不为谁而作的歌,不为谁而作的歌,http://music.163.com/#/song?id=37196629
她说,她说 概念自选辑,http://music.163.com/#/song?id=108242
江南,第二天堂,http://music.163.com/#/song?id=108914
飞云之下,飞云之下,http://music.163.com/#/song?id=554242032
我还想她,JJ陆,http://music.163.com/#/song?id=108493
Always Online,JJ陆,http://music.163.com/#/song?id=108485
修炼爱情,因你而在,http://music.163.com/#/song?id=25727803
爱笑的眼睛,她说 概念自选辑,http://music.163.com/#/song?id=108245
背对背拥抱,100天,http://music.163.com/#/song?id=108418
期待你的爱,最佳前男友 电视原声带,http://music.163.com/#/song?id=34040694
美人鱼,第二天堂,http://music.163.com/#/song?id=108931
期待爱,JJ陆,http://music.163.com/#/song?id=108503
小酒窝,JJ陆,http://music.163.com/#/song?id=108468
学不会,学不会,http://music.163.com/#/song?id=108134
一千年以后,编号89757,http://music.163.com/#/song?id=108886
生生,新地球,http://music.163.com/#/song?id=29850685
曹操,曹操,http://music.163.com/#/song?id=108795
只对你有感觉,她说 概念自选辑,http://music.163.com/#/song?id=108248
不潮不用花钱,JJ陆,http://music.163.com/#/song?id=108463
记得,她说 概念自选辑,http://music.163.com/#/song?id=108269
豆浆油条,第二天堂,http://music.163.com/#/song?id=108910
手心的蔷薇,新地球,http://music.163.com/#/song?id=29848657
裂缝中的阳光,因你而在,http://music.163.com/#/song?id=25794009
关键词,和自己对话 From M.E. To Myself,http://music.163.com/#/song?id=40147554
杀手,西界,http://music.163.com/#/song?id=108543
被风吹过的夏天,不可思议金选,http://music.163.com/#/song?id=247579
黑暗骑士,因你而在,http://music.163.com/#/song?id=25794008
一眼万年,她说 概念自选辑,http://music.163.com/#/song?id=108254
心墙,她说 概念自选辑,http://music.163.com/#/song?id=108263
我很想爱他,她说 概念自选辑,http://music.163.com/#/song?id=108265
原来,曹操,http://music.163.com/#/song?id=108806
爱不会绝迹,100天,http://music.163.com/#/song?id=108428
只对你说 (莎朗嘿唷),曹操,http://music.163.com/#/song?id=108792
故事细腻,学不会,http://music.163.com/#/song?id=108136
弹唱,和自己对话 From M.E. To Myself,http://music.163.com/#/song?id=40147556
编号89757,编号89757,http://music.163.com/#/song?id=108858
冻结,乐行者,http://music.163.com/#/song?id=108965
第几个一百天,100天,http://music.163.com/#/song?id=108401
就是我,乐行者,http://music.163.com/#/song?id=108950
握不住的他,她说 概念自选辑,http://music.163.com/#/song?id=108260
你要的不是我,曹操,http://music.163.com/#/song?id=108827
Too Bad,和自己对话 From M.E. To Myself,http://music.163.com/#/song?id=40147559
因你而在,因你而在,http://music.163.com/#/song?id=25729074
突然累了,编号89757,http://music.163.com/#/song?id=108864
表达爱,100天,http://music.163.com/#/song?id=108445
以后要做的事,因你而在,http://music.163.com/#/song?id=25794013
