不要说话,不想放手,http://music.163.com/#/song?id=25906124
我们,我们,http://music.163.com/#/song?id=551816010
淘汰,认了吧,http://music.163.com/#/song?id=65528
红玫瑰,认了吧,http://music.163.com/#/song?id=65533
阴天快乐,rice & shine,http://music.163.com/#/song?id=28563317
好久不见,认了吧,http://music.163.com/#/song?id=65538
富士山下,What's Going On…?,http://music.163.com/#/song?id=65766
可以了,rice & shine,http://music.163.com/#/song?id=28481818
爱情转移,认了吧,http://music.163.com/#/song?id=65536
你给我听好,rice & shine,http://music.163.com/#/song?id=28481103
一丝不挂,Time Flies,http://music.163.com/#/song?id=64634
最佳损友,Life Continues…,http://music.163.com/#/song?id=65800
孤独患者,？,http://music.163.com/#/song?id=64093
因为爱情,Stranger Under My Skin,http://music.163.com/#/song?id=64317
浮夸,U-87,http://music.163.com/#/song?id=66282
可一可再,可一可再,http://music.163.com/#/song?id=1300423074
稳稳的幸福,稳稳的幸福,http://music.163.com/#/song?id=25730757
倾城,Concert YY 黄伟文作品展 演唱会,http://music.163.com/#/song?id=27867449
渐渐,渐渐,http://music.163.com/#/song?id=574908698
苦瓜,Stranger Under My Skin,http://music.163.com/#/song?id=64293
于心有愧,H3M,http://music.163.com/#/song?id=64797
内疚,？,http://music.163.com/#/song?id=64126
人来人往 (Live),Get A Life 演唱会,http://music.163.com/#/song?id=65923
破坏王,破坏王,http://music.163.com/#/song?id=1318630444
落花流水,Solidays 新曲+精选,http://music.163.com/#/song?id=64922
完,...3mm,http://music.163.com/#/song?id=64048
白玫瑰,What's Going On…?,http://music.163.com/#/song?id=65761
约定(Live),DUO 陈奕迅2010演唱会,http://music.163.com/#/song?id=64443
葡萄成熟时,U-87,http://music.163.com/#/song?id=66285
单车(Live) - live,DUO 陈奕迅2010演唱会,http://music.163.com/#/song?id=64561
梦想天空分外蓝,梦想天空分外蓝,http://music.163.com/#/song?id=25638273
最冷一天,ReImagine Leslie Cheung,http://music.163.com/#/song?id=186331
沙龙,H3M,http://music.163.com/#/song?id=64833
斯德哥尔摩情人,The Key,http://music.163.com/#/song?id=27483204
陪你度过漫长岁月,陪你度过漫长岁月,http://music.163.com/#/song?id=35403523
让我留在你身边,让我留在你身边,http://music.163.com/#/song?id=438801672
失忆蝴蝶,The Key,http://music.163.com/#/song?id=27483203
裙下之臣,What's Going On…?,http://music.163.com/#/song?id=65758
十年(Live),我是歌手第三季 总决赛,http://music.163.com/#/song?id=31877628
无人之境,Time Flies,http://music.163.com/#/song?id=64625
婚礼的祝福,婚礼的祝福,http://music.163.com/#/song?id=67572
陀飞轮,Time Flies,http://music.163.com/#/song?id=64638
明年今日 - 2007 Live,Eason Moving On Stage 1,http://music.163.com/#/song?id=65312
不如不见,What's Going On…?,http://music.163.com/#/song?id=65769
承诺(香港版),承诺,http://music.163.com/#/song?id=5251209
夕阳无限好,U-87,http://music.163.com/#/song?id=66272
Sleep Alone,Sleep Alone,http://music.163.com/#/song?id=36539010
四季,四季,http://music.163.com/#/song?id=437802725
心的距离,上五楼的快活,http://music.163.com/#/song?id=64699
阿牛,U-87,http://music.163.com/#/song?id=66265
